SetCode,SetTitle,RowType,RowSeq,Speaker,EnglishSentence,KoreanPronounce,DirectComprehension,Comprehension,Note
L1_SPK_007,A Skill You Want to Learn,script,6,,Learning the piano would allow me to express emotions that are sometimes hard to put into words.,러닝 더 피아노 우드 얼라우 미 투 익스프레스 이모션즈 댓 아 섬타임즈 하드 투 풋 인투 워즈.,피아노를 배우면 / 가능하게 할 것이다 / 나를 / 표현하도록 / 감정들을 / 때때로 어려운 / 말로 담기,피아노를 배우면 때로 말로 표현하기 어려운 감정들을 표현할 수 있을 거예요.,
L1_SPK_007,A Skill You Want to Learn,script,7,,I also think it would be a great stress-relief activity.,아이 올소 띵크 잇 우드 비 어 그레잇 스트레스-릴리프 액티비티.,나는 또한 생각한다 / 그것이 될 것이라고 / 훌륭한 스트레스 해소 활동이,또한 훌륭한 스트레스 해소 활동이 될 거라고 생각해요.,
L1_SPK_007,A Skill You Want to Learn,script,8,,Studies show that playing a musical instrument reduces anxiety and improves cognitive function.,스터디즈 쇼 댓 플레잉 어 뮤지컬 인스트루먼트 리듀시즈 앵자이어티 앤 임프루브즈 카그니티브 펑션.,연구들이 보여준다 / 악기를 연주하면 / 줄어든다 / 불안이 / 그리고 향상된다 / 인지 기능이,연구에 따르면 악기를 연주하면 불안이 줄고 인지 기능이 향상된대요.,
L1_SPK_007,A Skill You Want to Learn,script,9,,"Even if I never perform for an audience, playing for myself at the end of a long day sounds incredibly satisfying.","이븐 이프 아이 네버 퍼폼 포어 언 오디언스, 플레잉 포 마이셀프 앳 디 엔드 오브 어 롱 데이 사운즈 인크레디블리 새티스파잉.",비록 ~이더라도 / 내가 결코 연주하지 않더라도 / 관객 앞에서 / 연주하는 것 / 나를 위해 / 긴 하루 끝에 / 들린다 / 엄청나게 만족스럽게,"관객 앞에서 연주하지 않더라도, 긴 하루 끝에 혼자 연주하는 것은 엄청나게 만족스러울 것 같아요.",
L1_SPK_007,A Skill You Want to Learn,script,10,,It's a skill I've always admired in others and regretted not pursuing earlier.,잇츠 어 스킬 아이브 올웨이즈 어드마이어드 인 아더즈 앤 리그레티드 낫 퍼수잉 얼리어.,그것은 기술이다 / 내가 항상 감탄해온 / 다른 사람들에게서 / 그리고 후회해온 / 추구하지 않은 것을 / 더 일찍,"다른 사람들에게서 항상 감탄해왔고, 더 일찍 시작하지 않은 것을 후회하는 기술이에요.",
L2_INT_001,Library Hours Change,reading,1,,"Effective next semester, the Hartwell University Main Library will extend its operating hours on weekdays.","이펙티브 넥스트 서메스터, 더 하트웰 유니버시티 메인 라이브러리 윌 익스텐드 잇츠 아퍼레이팅 아워즈 온 윅데이즈.",시행되는 / 다음 학기 / 하트웰 대학교 메인 도서관이 / 연장할 것이다 / 운영 시간을 / 평일에,"다음 학기부터, 하트웰 대학교 메인 도서관이 평일 운영 시간을 연장합니다.",
L2_INT_001,Library Hours Change,reading,2,,"The library will now remain open until midnight, two hours later than the current closing time of 10:00 p.m.","더 라이브러리 윌 나우 리메인 오픈 언틸 미드나잇, 투 아워즈 레이터 댄 더 커런트 클로징 타임 오브 텐 피엠.",도서관은 / 이제 / 열려 있을 것이다 / 자정까지 / 2시간 늦은 / 현재 폐관 시간인 / 밤 10시보다,도서관은 이제 현재 폐관 시간인 밤 10시보다 2시간 늦은 자정까지 열립니다.,
L2_INT_001,Library Hours Change,reading,3,,This change was made in response to student requests for more study time during final examination periods.,디스 체인지 워즈 메이드 인 리스판스 투 스튜던트 리퀘스츠 포 모어 스터디 타임 듀어링 파이널 이그재미네이션 피어리어즈.,이 변경은 / 이루어졌다 / 응답으로 / 학생 요청에 / 더 많은 공부 시간을 위한 / 기말 시험 기간 동안,이 변경은 기말 시험 기간 동안 더 많은 공부 시간을 원하는 학생들의 요청에 응답하여 이루어졌습니다.,
L2_INT_001,Library Hours Change,reading,4,,The extended hours will apply Monday through Thursday.,디 익스텐디드 아워즈 윌 어플라이 먼데이 쓰루 써즈데이.,연장된 시간은 / 적용될 것이다 / 월요일부터 목요일까지,연장된 시간은 월요일부터 목요일까지 적용됩니다.,
L2_INT_001,Library Hours Change,reading,5,,Friday and weekend hours will remain unchanged.,프라이데이 앤 위켄드 아워즈 윌 리메인 언체인지드.,금요일과 주말 시간은 / 유지될 것이다 / 변경되지 않은 채로,금요일과 주말 시간은 변경 없이 유지됩니다.,
L2_INT_001,Library Hours Change,reading,6,,"Students are encouraged to use the library's quiet study rooms, which will be available during all operating hours.","스튜던츠 아 인커리지드 투 유즈 더 라이브러리즈 콰이엇 스터디 룸즈, 위치 윌 비 어베일러블 듀어링 올 아퍼레이팅 아워즈.",학생들은 권장된다 / 사용하도록 / 도서관의 조용한 학습실을 / 이용 가능할 것인 / 모든 운영 시간 동안,학생들은 모든 운영 시간 동안 이용 가능한 도서관 조용한 학습실을 이용하시기 바랍니다.,
L2_INT_001,Library Hours Change,script,7,Woman,Did you see the notice about the library hours?,디쥬 씨 더 노티스 어바웃 더 라이브러리 아워즈?,보았니 / 공지를 / 도서관 시간에 대한?,도서관 시간에 대한 공지 봤어?,
L2_INT_001,Library Hours Change,script,8,Man,"Yeah, I just read it.","예, 아이 저스트 레딧.",응 / 나 방금 읽었어,"응, 방금 읽었어.",
L2_INT_001,Library Hours Change,script,9,Man,"Honestly, I'm pretty happy about it.","아너스틀리, 아임 프리티 해피 어바웃 잇.",솔직히 / 나는 꽤 기쁘다 / 그것에 대해,"솔직히, 꽤 기뻐.",
L2_INT_001,Library Hours Change,script,10,Woman,Really? Why?,릴리? 와이?,정말? / 왜?,정말? 왜?,
L2_INT_001,Library Hours Change,script,11,Man,"Well, I always study late, and the 10 o'clock closing time always felt too early.","웰, 아이 올웨이즈 스터디 레잇, 앤 더 텐 어클락 클로징 타임 올웨이즈 펠트 투 얼리.",음 / 나는 항상 늦게까지 공부하는데 / 10시 폐관은 / 항상 느껴졌다 / 너무 이르다고,"음, 나는 항상 늦게까지 공부하는데, 10시 폐관은 항상 너무 이르게 느껴졌어.",
L2_INT_001,Library Hours Change,script,12,Man,I'd just be getting into a good focus zone and then have to pack up.,아이드 저스트 비 게팅 인투 어 굿 포커스 존 앤 덴 해브 투 팩 업.,나는 막 들어가려는 참이었다 / 좋은 집중 상태에 / 그리고 / 짐을 싸야 했다,막 집중이 잘 되려는데 짐을 싸야 했거든.,
L2_INT_001,Library Hours Change,script,13,Man,Two more hours is going to make a huge difference for me.,투 모어 아워즈 이즈 고잉 투 메이크 어 휴지 디퍼런스 포 미.,2시간 더는 / ~할 것이다 / 만들다 / 큰 차이를 / 나에게,2시간 더 늘어나면 나한테는 엄청난 차이가 될 거야.,
L2_INT_001,Library Hours Change,script,14,Woman,I guess that makes sense.,아이 게스 댓 메이크스 센스.,그것이 말이 되는 것 같아 / 나는 보통 끝나 / 10시 전에 / 하지만,그게 맞는 말인 것 같아.,
L2_INT_001,Library Hours Change,script,15,Woman,"I usually finish before 10, but I know a lot of people who struggle with that.","아이 유주얼리 피니쉬 비포 텐, 벗 아이 노 어 랏 오브 피플 후 스트러글 윋 댓.",나는 안다 / 많은 사람들을 / 힘들어하는 / 그것으로,"나는 보통 10시 전에 끝나지만, 그것 때문에 힘들어하는 사람들을 많이 알아.",
L2_INT_001,Library Hours Change,script,16,Man,"Exactly. And they're keeping the quiet rooms open the whole time, which is great.","이그잭틀리. 앤 데어 키핑 더 콰이엇 룸즈 오픈 더 홀 타임, 위치 이즈 그레잇.",맞아 / 그리고 / 그들은 유지한다 / 조용한 방을 / 열어둔 채로 / 전체 시간 동안 / 그건 좋다,"맞아. 그리고 조용한 방도 내내 열어둔대, 그건 좋다.",
L2_INT_001,Library Hours Change,script,17,Man,The dorms get so noisy at night — there's no way I can concentrate there.,더 돔즈 겟 소 노이지 앳 나잇 — 데어즈 노 웨이 아이 캔 컨센트레잇 데어.,기숙사는 / 너무 시끄러워진다 / 밤에 / 방법이 없다 / 내가 집중할 수 있는 / 거기서,기숙사는 밤에 너무 시끄러워져서 — 거기서는 도저히 집중할 수가 없어.,
L2_INT_001,Library Hours Change,script,18,Woman,That's a good point.,댓츠 어 굿 포인트.,좋은 지적이야 / 나는 살아 / 캠퍼스 밖에,좋은 지적이야.,
L2_INT_001,Library Hours Change,script,19,Woman,"I live off campus, so the commute is my issue.","아이 리브 오프 캠퍼스, 소 더 커뮤트 이즈 마이 이슈.",그래서 / 통학이 / 나의 문제야,"나는 캠퍼스 밖에 살아서, 통학이 문제야.",
L2_INT_001,Library Hours Change,script,20,Woman,"But I guess if the library is open later, I might be able to stay after my night class instead of driving home and coming back.","벗 아이 게스 이프 더 라이브러리 이즈 오픈 레이터, 아이 마잇 비 에이블 투 스테이 애프터 마이 나잇 클래스 인스테드 오브 드라이빙 홈 앤 커밍 백.",하지만 / 도서관이 더 늦게까지 열면 / 나는 ~할 수 있을지도 / 머무르다 / 야간 수업 후에 / 대신에 / 집에 갔다 다시 오는 것,"하지만 도서관이 더 늦게까지 열면, 집에 갔다 다시 오는 대신 야간 수업 후에 머무를 수 있을 것 같아.",
L2_INT_001,Library Hours Change,script,21,Man,See? It works for more people than you'd think.,씨? 잇 웍스 포 모어 피플 댄 유드 띵크.,봐 / 그것은 효과가 있다 / 더 많은 사람들에게 / 네가 생각하는 것보다 / 나는 기쁘다,봐? 생각보다 더 많은 사람들에게 도움이 돼.,
L2_INT_001,Library Hours Change,script,22,Man,I'm glad the university actually listened to the feedback.,아임 글래드 더 유니버시티 액추얼리 리슨드 투 더 피드백.,대학이 / 실제로 들었다 / 피드백을,대학이 실제로 피드백을 들어줘서 기쁘다.,
L2_INT_001,Library Hours Change,task,23,,The man expresses his opinion about the change announced in the notice.,더 맨 익스프레시즈 히즈 어피니언 어바웃 더 체인지 어나운스트 인 더 노티스.,남자가 / 표현한다 / 그의 의견을 / 변경에 대해,남자가 공지에서 발표된 변경에 대한 의견을 표현합니다.,
L2_INT_001,Library Hours Change,task,24,,State his opinion and explain the reasons he gives for holding that opinion.,스테잇 히즈 어피니언 앤 익스플레인 더 리즌즈 히 기브즈 포 홀딩 댓 어피니언.,공지에서 발표된 / 그의 의견을 진술하고 / 이유를 설명하라 / 그가 제시하는 / 그 의견을 갖는 것에 대해,그의 의견을 진술하고 그 의견을 갖는 이유를 설명하세요.,
L2_INT_002,Campus Café Relocation,reading,1,,"The Student Affairs Office announces that the campus café, currently located in the basement of Wilson Hall, will be relocated to the first floor of the newly renovated Morrison Student Center beginning next month.","더 스튜던트 어페어즈 오피스 어나운시즈 댓 더 캠퍼스 카페, 커런틀리 로케이티드 인 더 베이스먼트 오브 윌슨 홀, 윌 비 릴로케이티드 투 더 퍼스트 플로어 오브 더 뉴얼리 레너베이티드 모리슨 스튜던트 센터 비기닝 넥스트 먼쓰.",학생처가 발표한다 / 캠퍼스 카페가 / 현재 위치한 / 윌슨홀 지하에 / 이전될 것이라고 / 1층으로 / 새로 리모델링된 모리슨 학생센터의 / 다음 달부터,학생처에서 윌슨홀 지하에 있는 캠퍼스 카페가 다음 달부터 새로 리모델링된 모리슨 학생센터 1층으로 이전된다고 발표합니다.,
L2_INT_002,Campus Café Relocation,reading,2,,"The move is intended to improve student access, as the current location has been difficult to find for new students and visitors.","더 무브 이즈 인텐디드 투 임프루브 스튜던트 액세스, 애즈 더 커런트 로케이션 해즈 빈 디피컬트 투 파인드 포 뉴 스튜던츠 앤 비지터즈.",이전은 / 의도한다 / 개선하기 위해 / 학생 접근성을 / 현재 위치가 / 찾기 어려웠기 때문에 / 새로운 학생과 방문객에게,"이번 이전은 학생 접근성 향상을 위한 것으로, 현재 위치는 신입생과 방문객이 찾기 어려웠습니다.",
L2_INT_002,Campus Café Relocation,reading,3,,"The new space is also significantly larger, allowing for more seating and an expanded menu.","더 뉴 스페이스 이즈 올소 시그니피컨틀리 라저, 얼라잉 포 모어 시팅 앤 언 익스팬디드 메뉴.",새 공간은 / 또한 상당히 더 크다 / 허용하면서 / 더 많은 좌석과 / 확장된 메뉴를,"새 공간은 상당히 더 커서, 더 많은 좌석과 확장된 메뉴가 가능합니다.",
L2_INT_002,Campus Café Relocation,reading,4,,The café will remain closed for one week during the transition.,더 카페 윌 리메인 클로즈드 포 원 윅 듀어링 더 트랜지션.,카페는 / 닫힌 채로 유지될 것이다 / 1주일 동안 / 전환 기간에,카페는 전환 기간 동안 1주일간 휴업합니다.,
L2_INT_002,Campus Café Relocation,script,5,Man,Have you heard about the café moving?,해브 유 허드 어바웃 더 카페 무빙?,들었니 / 카페가 이전한다는 것을?,카페가 이전한다는 거 들었어?,
L2_INT_002,Campus Café Relocation,script,6,Woman,"Yes! I'm not sure how I feel about it, actually.","예스! 아임 낫 슈어 하우 아이 필 어바웃 잇, 액추얼리.",응! / 나는 확실하지 않아 / 내가 어떻게 느끼는지 / 그것에 대해 / 사실은,응! 사실 어떻게 느끼는지 잘 모르겠어.,
L2_INT_002,Campus Café Relocation,script,7,Man,What do you mean?,왓 두 유 민?,무슨 말이야?,무슨 뜻이야?,
